res_grp_cd,res_grp_nm,res_cd,res_nm,item_cd,item_nm,yymmdd,type,qty
3102,평스SN-2,10003128,평택_스낵_SN-2^V-PILLOW 포장기 #1,5140805,치토스 바비큐 대 164g,2022-04-18,D,1200.0
3102,평스SN-2,10003128,평택_스낵_SN-2^V-PILLOW 포장기 #1,5140805,치토스 바비큐 대 164g,2022-04-18,N,0.0
3102,평스SN-2,10003128,평택_스낵_SN-2^V-PILLOW 포장기 #1,5140808,치토스 매콤달콤 대 164g,2022-04-19,D,0.0
3102,평스SN-2,10003128,평택_스낵_SN-2^V-PILLOW 포장기 #1,5140808,치토스 매콤달콤 대 164g,2022-04-19,N,80.0
3102,평스SN-2,10003128,평택_스낵_SN-2^V-PILLOW 포장기 #1,5140808,치토스 매콤달콤 대 164g,2022-04-20,D,1528.0
3102,평스SN-2,10003128,평택_스낵_SN-2^V-PILLOW 포장기 #1,5140808,치토스 매콤달콤 대 164g,2022-04-20,N,0.0
3102,평스SN-2,10003128,평택_스낵_SN-2^V-PILLOW 포장기 #1,5142815,치토스 매콤달콤 134g(시판),2022-04-20,D,523.0
3102,평스SN-2,10003128,평택_스낵_SN-2^V-PILLOW 포장기 #1,5142815,치토스 매콤달콤 134g(시판),2022-04-20,N,0.0
3102,평스SN-2,10003128,평택_스낵_SN-2^V-PILLOW 포장기 #1,5142816,치토스 바베큐 134g(시판),2022-04-18,D,2000.0
3102,평스SN-2,10003128,평택_스낵_SN-2^V-PILLOW 포장기 #1,5142816,치토스 바베큐 134g(시판),2022-04-18,N,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142933,꼬깔콘 고소한맛 67g(12입),2022-04-20,D,3671.25
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142933,꼬깔콘 고소한맛 67g(12입),2022-04-20,N,9322.5
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142933,꼬깔콘 고소한맛 67g(12입),2022-04-18,D,4500.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142933,꼬깔콘 고소한맛 67g(12입),2022-04-18,N,10800.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142933,꼬깔콘 고소한맛 67g(12입),2022-04-19,D,3450.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142933,꼬깔콘 고소한맛 67g(12입),2022-04-19,N,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142934,꼬깔콘 고소한맛 67g(20입),2022-04-20,D,2700.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142934,꼬깔콘 고소한맛 67g(20입),2022-04-20,N,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142935,꼬깔콘 고소한맛 112g,2022-04-18,D,1500.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142935,꼬깔콘 고소한맛 112g,2022-04-18,N,1000.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142935,꼬깔콘 고소한맛 112g,2022-04-19,D,4406.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142935,꼬깔콘 고소한맛 112g,2022-04-19,N,6670.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142937,꼬깔콘 군옥수수맛 67g(12입),2022-04-19,D,5880.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142937,꼬깔콘 군옥수수맛 67g(12입),2022-04-19,N,8640.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142937,꼬깔콘 군옥수수맛 67g(12입),2022-04-20,D,480.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142937,꼬깔콘 군옥수수맛 67g(12입),2022-04-20,N,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142938,꼬깔콘 군옥수수맛 67g(20입),2022-04-20,D,875.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142938,꼬깔콘 군옥수수맛 67g(20입),2022-04-20,N,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142939,꼬깔콘 군옥수수맛 112g,2022-04-18,D,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142939,꼬깔콘 군옥수수맛 112g,2022-04-18,N,1562.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142939,꼬깔콘 군옥수수맛 112g,2022-04-19,D,2794.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142939,꼬깔콘 군옥수수맛 112g,2022-04-19,N,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142939,꼬깔콘 군옥수수맛 112g,2022-04-18,D,1500.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142939,꼬깔콘 군옥수수맛 112g,2022-04-18,N,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142940,꼬깔콘 군옥수수맛 134g,2022-04-18,D,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142940,꼬깔콘 군옥수수맛 134g,2022-04-18,N,1195.2
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142940,꼬깔콘 군옥수수맛 134g,2022-04-18,D,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142940,꼬깔콘 군옥수수맛 134g,2022-04-18,N,400.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142958,꼬깔콘 새우마요 67g,2022-04-20,D,1823.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142958,꼬깔콘 새우마요 67g,2022-04-20,N,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142959,꼬깔콘 새우마요 112g,2022-04-18,D,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142959,꼬깔콘 새우마요 112g,2022-04-18,N,650.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142960,꼬깔콘 새우마요 134g,2022-04-19,D,0.0
3108,평스SN-6,10003168,평택_스낵_SN-6^BOX TAPPING M/C(SN-3),5142960,꼬깔콘 새우마요 134g,2022-04-19,N,166.4
3104,평스SN-4,10003224,평택_스낵_SN-4^V-PILLOW 포장기 #1,5140783,Popping corn chips 고소한맛 144g,2022-04-18,D,0.0
3104,평스SN-4,10003224,평택_스낵_SN-4^V-PILLOW 포장기 #1,5140783,Popping corn chips 고소한맛 144g,2022-04-18,N,1100.0
3104,평스SN-4,10003224,평택_스낵_SN-4^V-PILLOW 포장기 #1,5140783,Popping corn chips 고소한맛 144g,2022-04-19,D,1400.0
3104,평스SN-4,10003224,평택_스낵_SN-4^V-PILLOW 포장기 #1,5140783,Popping corn chips 고소한맛 144g,2022-04-19,N,0.0
3104,평스SN-4,10003224,평택_스낵_SN-4^V-PILLOW 포장기 #1,5140785,Popping corn chips 군옥수수맛 144g,2022-04-18,D,1058.82
3104,평스SN-4,10003224,평택_스낵_SN-4^V-PILLOW 포장기 #1,5140785,Popping corn chips 군옥수수맛 144g,2022-04-18,N,1441.18
3104,평스SN-4,10003224,평택_스낵_SN-4^V-PILLOW 포장기 #1,5140787,Popping corn chips 매콤달콤맛 144g,2022-04-19,D,26.0
3104,평스SN-4,10003224,평택_스낵_SN-4^V-PILLOW 포장기 #1,5140787,Popping corn chips 매콤달콤맛 144g,2022-04-19,N,0.0
3102,평스SN-2,10006436,"평택_스낵_SN-2^BOX 제함기 #1, #2 (2011)",5140803,치토스 바비큐 소 82g,2022-04-18,D,4500.0
3102,평스SN-2,10006436,"평택_스낵_SN-2^BOX 제함기 #1, #2 (2011)",5140803,치토스 바비큐 소 82g,2022-04-18,N,10800.0
3102,평스SN-2,10006436,"평택_스낵_SN-2^BOX 제함기 #1, #2 (2011)",5140803,치토스 바비큐 소 82g,2022-04-19,D,10200.0
3102,평스SN-2,10006436,"평택_스낵_SN-2^BOX 제함기 #1, #2 (2011)",5140803,치토스 바비큐 소 82g,2022-04-19,N,0.0
3102,평스SN-2,10006437,평택_스낵_SN-2^BOX 봉함기 #2,5140806,치토스 매콤달콤 소 82g,2022-04-18,D,0.0
3102,평스SN-2,10006437,평택_스낵_SN-2^BOX 봉함기 #2,5140806,치토스 매콤달콤 소 82g,2022-04-18,N,10800.0
3102,평스SN-2,10006437,평택_스낵_SN-2^BOX 봉함기 #2,5140806,치토스 매콤달콤 소 82g,2022-04-19,D,10800.0
3102,평스SN-2,10006437,평택_스낵_SN-2^BOX 봉함기 #2,5140806,치토스 매콤달콤 소 82g,2022-04-19,N,10700.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5108185,도리토스 나쵸치즈맛 188g,2022-04-19,D,671.67
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5108185,도리토스 나쵸치즈맛 188g,2022-04-19,N,932.33
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5124651,도리토스 허니칠리 172g,2022-04-18,D,209.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5124651,도리토스 허니칠리 172g,2022-04-18,N,0.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5140770,도리토스 치즈 소 84g,2022-04-18,D,1117.75
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5140770,도리토스 치즈 소 84g,2022-04-18,N,5400.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5140770,도리토스 치즈 소 84g,2022-04-19,D,3086.25
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5140770,도리토스 치즈 소 84g,2022-04-19,N,0.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5140801,도리토스 치즈 대 144g (시판),2022-04-18,D,655.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5140801,도리토스 치즈 대 144g (시판),2022-04-18,N,0.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5142482,도리토스 양념치킨맛 84g,2022-04-19,D,1210.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5142482,도리토스 양념치킨맛 84g,2022-04-19,N,0.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5142483,도리토스 양념치킨맛 144g,2022-04-19,D,77.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5142483,도리토스 양념치킨맛 144g,2022-04-19,N,0.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5142484,도리토스 양념치킨맛 172g,2022-04-19,D,0.0
3107,평스SN-5,10006506,평택_스낵_SN-5^도리토스 BOX 제함기,5142484,도리토스 양념치킨맛 172g,2022-04-19,N,1765.0
X218,정선식품,X218,정선식품,5142932,꼬깔치토 4번들 188g,2022-04-18,D,2250.0
X218,정선식품,X218,정선식품,5142932,꼬깔치토 4번들 188g,2022-04-18,N,5400.0
X218,정선식품,X218,정선식품,5142932,꼬깔치토 4번들 188g,2022-04-20,D,1550.0
X218,정선식품,X218,정선식품,5142932,꼬깔치토 4번들 188g,2022-04-20,N,0.0
X218,정선식품,X218,정선식품,5142932,꼬깔치토 4번들 188g,2022-04-19,D,5400.0
X218,정선식품,X218,정선식품,5142932,꼬깔치토 4번들 188g,2022-04-19,N,5400.0
X247,진성INC,X247,진성INC,5108373,패밀리팩 224g,2022-04-19,D,711.0
X247,진성INC,X247,진성INC,5108373,패밀리팩 224g,2022-04-19,N,0.0
X247,진성INC,X247,진성INC,5140312,치토스 4번들 216g,2022-04-18,D,2250.0
X247,진성INC,X247,진성INC,5140312,치토스 4번들 216g,2022-04-18,N,3250.0
X247,진성INC,X247,진성INC,5141183,도리토스 딥소스팩 치즈앤살사 85g,2022-04-19,D,0.0
X247,진성INC,X247,진성INC,5141183,도리토스 딥소스팩 치즈앤살사 85g,2022-04-19,N,109.0
X247,진성INC,X247,진성INC,5141184,도리토스 딥소스팩 치즈앤마요 85g,2022-04-19,D,288.0
X247,진성INC,X247,진성INC,5141184,도리토스 딥소스팩 치즈앤마요 85g,2022-04-19,N,0.0
X247,진성INC,X247,진성INC,5142724,꼬깔콘 벌크 3번들 300g(8입),2022-04-19,D,1626.75
X247,진성INC,X247,진성INC,5142724,꼬깔콘 벌크 3번들 300g(8입),2022-04-19,N,2444.25
X247,진성INC,X247,진성INC,5142724,꼬깔콘 벌크 3번들 300g(8입),2022-04-18,D,0.0
X247,진성INC,X247,진성INC,5142724,꼬깔콘 벌크 3번들 300g(8입),2022-04-18,N,2150.0
X247,진성INC,X247,진성INC,5142724,꼬깔콘 벌크 3번들 300g(8입),2022-04-19,D,1350.0
X247,진성INC,X247,진성INC,5142724,꼬깔콘 벌크 3번들 300g(8입),2022-04-19,N,0.0
X267,스위트위드(주),X267,스위트위드(주),5140735,번들박스 버라이어티 820g (L),2022-04-18,D,818.18
X267,스위트위드(주),X267,스위트위드(주),5140735,번들박스 버라이어티 820g (L),2022-04-18,N,681.82
X267,스위트위드(주),X267,스위트위드(주),5142931,꼬깔콘 4번들 160g,2022-04-20,D,1375.0
X267,스위트위드(주),X267,스위트위드(주),5142931,꼬깔콘 4번들 160g,2022-04-20,N,5400.0
X267,스위트위드(주),X267,스위트위드(주),5142931,꼬깔콘 4번들 160g,2022-04-21,D,2268.0
X267,스위트위드(주),X267,스위트위드(주),5142931,꼬깔콘 4번들 160g,2022-04-21,N,0.0
X267,스위트위드(주),X267,스위트위드(주),5142931,꼬깔콘 4번들 160g,2022-04-18,D,0.0
X267,스위트위드(주),X267,스위트위드(주),5142931,꼬깔콘 4번들 160g,2022-04-18,N,3525.0
X267,스위트위드(주),X267,스위트위드(주),5142931,꼬깔콘 4번들 160g,2022-04-19,D,2825.0
X267,스위트위드(주),X267,스위트위드(주),5142931,꼬깔콘 4번들 160g,2022-04-19,N,0.0
X267,스위트위드(주),X267,스위트위드(주),5142932,꼬깔치토 4번들 188g,2022-04-19,D,2575.0
X267,스위트위드(주),X267,스위트위드(주),5142932,꼬깔치토 4번들 188g,2022-04-19,N,5400.0
X267,스위트위드(주),X267,스위트위드(주),5142932,꼬깔치토 4번들 188g,2022-04-20,D,4025.0
X267,스위트위드(주),X267,스위트위드(주),5142932,꼬깔치토 4번들 188g,2022-04-20,N,0.0
