dmd_id,item_cd,res_grp_cd,res_cd,kind,start,end
FP_0000328,5141729,2109,10005544,demand,2022-05-04 11:55:00,2022-05-06 16:00:00
FP_0000343,5141844,2105,10015408,demand,2022-05-03 18:58:00,2022-05-03 21:46:00
FP_0000343_FP_0000475,5142814,2105,10015408,job_change,2022-05-03 21:46:00,2022-05-04 00:46:00
FP_0000344,5141844,2105,10015408,demand,2022-05-11 18:06:00,2022-05-11 20:54:00
FP_0000351,5141954,2109,10005544,demand,2022-05-03 07:26:40,2022-05-04 11:55:00
FP_0000352,5141973,2105,10015408,demand,2022-05-03 16:20:00,2022-05-03 18:58:00
FP_0000353,5141973,2105,10015408,demand,2022-05-11 20:54:00,2022-05-11 23:32:00
FP_0000365,5142191,2113,10016206,demand,2022-05-02 00:55:00,2022-05-02 12:01:40
FP_0000368,5142191,2113,10016206,demand,2022-05-11 10:43:20,2022-05-11 21:50:00
FP_0000370,5142206,X120,X120,demand,2022-05-06 00:46:10,2022-05-06 03:06:10
FP_0000373,5142258,2104,10001142,demand,2022-05-02 03:00:00,2022-05-02 03:24:30
FP_0000374,5142258,2104,10001142,demand,2022-05-04 03:24:10,2022-05-04 03:44:00
FP_0000415,5142646,2111,10002808,demand,2022-05-02 03:40:00,2022-05-02 05:11:40
FP_0000459,5142704,2111,10002811,demand,2022-05-02 03:10:00,2022-05-02 03:14:10
FP_0000475,5142814,2105,10015408,demand,2022-05-04 00:46:00,2022-05-05 01:46:00
FP_0000476,5142814,2105,10015408,demand,2022-05-05 01:46:00,2022-05-06 02:46:00
FP_0000481,5142838,2306,10018825,demand,2022-05-02 04:10:00,2022-05-02 19:40:00
FP_0000486,5142857,2110,10005762,demand,2022-05-02 03:40:00,2022-05-02 04:09:10
FP_0000487,5142857,2110,10005762,demand,2022-05-02 04:09:10,2022-05-02 04:32:30
FP_0000494,5142864,2103,10001108,demand,2022-05-02 10:23:20,2022-05-03 18:20:00
FP_0000495,5142864,2103,10001108,demand,2022-05-03 23:53:20,2022-05-05 07:50:00
FP_0000496,5142865,2103,10001107,demand,2022-05-02 04:50:00,2022-05-02 13:51:40
FP_0000497,5142865,2103,10001107,demand,2022-05-02 13:51:40,2022-05-02 22:53:20
FP_0000498,5142866,2105,10015408,demand,2022-05-09 23:26:00,2022-05-10 18:06:00
FP_0000498_FP_0000344,5141844,2105,10015408,job_change,2022-05-10 18:06:00,2022-05-11 18:06:00
FP_0000499,5142866,2105,10015408,demand,2022-05-11 23:32:00,2022-05-12 01:58:40
FP_0000500,5142867,2105,10006325,demand,2022-05-03 12:23:20,2022-05-04 10:39:40
FP_0000501,5142867,2105,10006325,demand,2022-05-04 10:39:40,2022-05-04 10:58:40
FP_0000505,5142870,2105,10015408,demand,2022-05-02 08:40:00,2022-05-03 16:20:00
FP_0000506,5142870,2105,10015408,demand,2022-05-06 02:46:00,2022-05-06 19:40:00
FP_0000506,5142870,2105,10015408,demand,2022-05-09 08:40:00,2022-05-09 23:26:00
FP_0000507,5142871,2105,10006325,demand,2022-05-02 07:00:00,2022-05-02 21:41:40
FP_0000508,5142871,2105,10006325,demand,2022-05-02 21:41:40,2022-05-03 12:23:20
