res_grp_cd,res_grp_nm,res_cd,res_nm,item_cd,item_nm,yymmdd,time_index_type,prod_qty
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5107469,일본 겡끼社 롯데샌드 깜뜨 100g,2022-05-09,D,350.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5107469,일본 겡끼社 롯데샌드 깜뜨 100g,2022-05-09,N,0.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5107504,일본 겡끼社 롯데샌드 오리지널 100g,2022-05-02,D,0.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5107504,일본 겡끼社 롯데샌드 오리지널 100g,2022-05-02,N,230.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5129047,러시아 LOTTE SAND ORIGINAL 105g,2022-05-02,D,0.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5129047,러시아 LOTTE SAND ORIGINAL 105g,2022-05-02,N,60.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5140872,롯샌 파인애플 골라담기 79g,2022-05-03,D,3168.57
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5140872,롯샌 파인애플 골라담기 79g,2022-05-03,N,2631.43
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5140872,롯샌 파인애플 골라담기 79g,2022-05-04,D,2125.71
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5140872,롯샌 파인애플 골라담기 79g,2022-05-04,N,3674.29
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142709,제크 X 가나 초코샌드 74g,2022-05-02,D,3163.64
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142709,제크 X 가나 초코샌드 74g,2022-05-02,N,3663.63
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142709,제크 X 가나 초코샌드 74g,2022-05-03,D,1910.91
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142709,제크 X 가나 초코샌드 74g,2022-05-03,N,0.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142709,제크 X 가나 초코샌드 74g,2022-05-05,D,1049.09
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142709,제크 X 가나 초코샌드 74g,2022-05-05,N,3927.2699999999995
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142709,제크 X 가나 초코샌드 74g,2022-05-06,D,3761.82
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142709,제크 X 가나 초코샌드 74g,2022-05-06,N,0.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142830,롯샌 파인애플 단품 105g(N),2022-05-03,D,0.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142830,롯샌 파인애플 단품 105g(N),2022-05-03,N,2753.33
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142830,롯샌 파인애플 단품 105g(N),2022-05-04,D,3146.67
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142830,롯샌 파인애플 단품 105g(N),2022-05-04,N,0.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142830,롯샌 파인애플 단품 105g(N),2022-05-06,D,202.22
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142830,롯샌 파인애플 단품 105g(N),2022-05-06,N,4000.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142830,롯샌 파인애플 단품 105g(N),2022-05-09,D,1697.78
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142830,롯샌 파인애플 단품 105g(N),2022-05-09,N,0.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142862,롯샌 화이트크림깜뜨 단품 105g(N),2022-05-04,D,0.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142862,롯샌 화이트크림깜뜨 단품 105g(N),2022-05-04,N,2.22
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142862,롯샌 화이트크림깜뜨 단품 105g(N),2022-05-05,D,1677.78
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142862,롯샌 화이트크림깜뜨 단품 105g(N),2022-05-05,N,0.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142862,롯샌 화이트크림깜뜨 단품 105g(N),2022-05-09,D,1630.0
4101,대비HARD-1,10001693,대전_비스켓_H/L-1^SET UP 포장기 #1,5142862,롯샌 화이트크림깜뜨 단품 105g(N),2022-05-09,N,0.0
