res_grp_cd,res_grp_nm,res_cd,res_nm,item_cd,item_nm,yymmdd,time_index_type,prod_qty
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124414,중국 청도법인 말랑카우 밀크 63g,2022-05-02,D,0.0
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124414,중국 청도법인 말랑카우 밀크 63g,2022-05-02,N,1085.0
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124786,말랑카우 밀크 8봉 158g,2022-04-26,D,1550.73
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124786,말랑카우 밀크 8봉 158g,2022-04-26,N,3927.27
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124786,말랑카우 밀크 8봉 158g,2022-04-27,D,1636.36
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124786,말랑카우 밀크 8봉 158g,2022-04-27,N,3037.64
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124786,말랑카우 밀크 8봉 158g,2022-05-03,D,474.27
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124786,말랑카우 밀크 8봉 158g,2022-05-03,N,3927.27
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124786,말랑카우 밀크 8봉 158g,2022-05-04,D,1113.45
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124786,말랑카우 밀크 8봉 158g,2022-05-04,N,0.0
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124787,말랑카우 딸기 8봉 158g,2022-04-25,D,1636.36
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124787,말랑카우 딸기 8봉 158g,2022-04-25,N,343.64
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124787,말랑카우 딸기 8봉 158g,2022-04-29,D,0.0
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124787,말랑카우 딸기 8봉 158g,2022-04-29,N,537.82
3105,평캔C-1,10000798,평택_캔디_C-1^BOX 제함기,5124787,말랑카우 딸기 8봉 158g,2022-05-02,D,56.18
