dmd_id,item_cd,res_grp_cd,res_cd,kind,start,end
FP_0000003,5100334,3205,10006268,demand,2022-04-27 07:00:00,2022-04-27 22:23:20
FP_0000003,5100334,3205,10006268,demand,2022-04-26 20:20:00,2022-04-27 00:00:00
FP_0000003_FP_0000197,5140082,3205,10006268,job_change,2022-04-28 07:00:00,2022-04-28 10:30:00
FP_0000005,5101300,3205,10006268,demand,2022-04-28 11:55:24,2022-04-28 12:05:40
FP_0000006,5101327,3203,10001360,demand,2022-04-28 07:00:00,2022-04-28 23:32:06
FP_0000006,5101327,3203,10001360,demand,2022-04-27 21:04:21,2022-04-28 00:00:00
FP_0000007,5101327,3203,10001360,demand,2022-04-29 07:00:00,2022-04-29 14:34:21
FP_0000007,5101327,3203,10001360,demand,2022-04-28 23:32:06,2022-04-29 00:00:00
FP_0000016,5105464,3203,10001360,demand,2022-04-26 07:00:00,2022-04-26 09:15:00
FP_0000016,5105464,3203,10001360,demand,2022-04-25 07:00:00,2022-04-26 00:00:00
FP_0000016_FP_0000199,5140139,3203,10001360,job_change,2022-04-26 09:15:00,2022-04-26 15:15:00
FP_0000047,5107671,3203,10001360,demand,2022-04-27 07:00:00,2022-04-27 16:06:00
FP_0000047,5107671,3203,10001360,demand,2022-04-26 23:06:00,2022-04-27 00:00:00
FP_0000048,5107671,3203,10001360,demand,2022-04-27 16:06:00,2022-04-27 21:04:21
FP_0000058,5108373,X247,X247,demand,2022-04-25 07:00:00,2022-04-25 16:00:00
FP_0000058,5108373,X247,X247,demand,2022-04-26 07:00:00,2022-04-26 16:00:00
FP_0000058,5108373,X247,X247,demand,2022-04-27 07:00:00,2022-04-27 08:44:20
FP_0000093,5124414,3105,10000798,demand,2022-05-02 13:09:45,2022-05-02 16:28:40
FP_0000100,5124786,3105,10000798,demand,2022-04-27 12:06:54,2022-04-27 21:16:54
FP_0000100_FP_0000296,5142182,3105,10000798,job_change,2022-04-27 21:16:54,2022-04-27 21:46:54
FP_0000101,5124786,3105,10000798,demand,2022-04-26 07:15:42,2022-04-26 21:17:56
FP_0000102,5124786,3105,10000798,demand,2022-04-26 21:17:56,2022-04-27 00:00:00
FP_0000102,5124786,3105,10000798,demand,2022-04-27 07:00:00,2022-04-27 12:06:54
FP_0000103,5124786,3105,10000798,demand,2022-05-03 10:33:03,2022-05-04 00:00:00
FP_0000103,5124786,3105,10000798,demand,2022-05-04 07:00:00,2022-05-04 10:24:08
FP_0000103_FP_0000159,5129868,3105,10000798,job_change,2022-05-04 10:24:08,2022-05-04 10:54:08
FP_0000104,5124787,3105,10000798,demand,2022-04-25 07:00:00,2022-04-25 13:03:00
FP_0000105,5124787,3105,10000798,demand,2022-05-02 07:00:00,2022-05-02 07:10:18
FP_0000105,5124787,3105,10000798,demand,2022-04-29 19:21:24,2022-04-29 21:00:00
FP_0000106,5124787,3105,10000798,demand,2022-05-05 07:00:00,2022-05-05 10:54:56
FP_0000106,5124787,3105,10000798,demand,2022-05-04 17:48:39,2022-05-05 00:00:00
FP_0000107,5124830,3202,10001463,demand,2022-04-25 07:00:00,2022-04-25 13:40:00
FP_0000108,5124851,3202,10001469,demand,2022-04-26 07:00:00,2022-04-27 00:00:00
FP_0000108,5124851,3202,10001469,demand,2022-04-27 07:00:00,2022-04-27 08:00:00
FP_0000108,5124851,3202,10001469,demand,2022-04-25 07:00:00,2022-04-26 00:00:00
FP_0000128,5125825,3105,10000798,demand,2022-05-03 07:00:00,2022-05-03 08:22:02
FP_0000128,5125825,3105,10000798,demand,2022-05-02 20:33:14,2022-05-02 23:00:00
FP_0000128_FP_0000421,5143001,3105,10000798,job_change,2022-05-03 08:22:02,2022-05-03 08:52:02
FP_0000131,5126309,3203,10001369,demand,2022-04-25 07:00:00,2022-04-25 12:00:00
FP_0000139,5127761,3204,10004538,demand,2022-04-29 07:01:35,2022-04-29 08:13:20
FP_0000139_FP_0000189,5140022,3204,10004538,job_change,2022-04-29 08:13:20,2022-04-29 11:43:20
FP_0000141,5128589,3204,10004538,demand,2022-04-25 07:00:00,2022-04-25 08:56:40
FP_0000142,5128601,3204,10001542,demand,2022-04-25 08:33:48,2022-04-25 09:55:28
FP_0000154,5129867,3105,10000798,demand,2022-04-28 07:00:00,2022-04-29 00:00:00
FP_0000154,5129867,3105,10000798,demand,2022-04-29 07:00:00,2022-04-29 10:56:34
FP_0000154,5129867,3105,10000798,demand,2022-04-27 22:23:34,2022-04-28 00:00:00
FP_0000154_FP_0000156,5129868,3105,10000798,job_change,2022-04-29 10:56:34,2022-04-29 11:26:34
FP_0000155,5129867,3105,10000798,demand,2022-04-26 07:00:00,2022-04-26 07:15:42
FP_0000155,5129867,3105,10000798,demand,2022-04-25 13:03:00,2022-04-25 23:00:00
FP_0000156,5129868,3105,10000798,demand,2022-04-29 11:26:34,2022-04-29 19:21:24
FP_0000157,5129868,3105,10000798,demand,2022-05-02 11:10:35,2022-05-02 13:09:45
FP_0000158,5129868,3105,10000798,demand,2022-05-03 09:06:31,2022-05-03 10:33:03
FP_0000159,5129868,3105,10000798,demand,2022-05-04 10:54:08,2022-05-04 17:48:39
FP_0000181,5139979,3204,10004538,demand,2022-04-26 09:57:42,2022-04-27 00:00:00
FP_0000181,5139979,3204,10004538,demand,2022-04-27 07:00:00,2022-04-27 07:44:22
FP_0000182,5139979,3204,10004538,demand,2022-04-27 13:50:14,2022-04-27 20:07:46
FP_0000182_FP_0000188,5140022,3204,10004538,job_change,2022-04-27 20:07:46,2022-04-27 23:37:46
FP_0000183,5139979,3204,10004538,demand,2022-05-02 07:45:21,2022-05-02 17:05:42
FP_0000187,5140022,3204,10004538,demand,2022-04-26 07:00:00,2022-04-26 09:57:42
FP_0000187,5140022,3204,10004538,demand,2022-04-25 14:42:42,2022-04-26 00:00:00
FP_0000188,5140022,3204,10004538,demand,2022-04-28 07:00:00,2022-04-28 19:01:10
FP_0000188,5140022,3204,10004538,demand,2022-04-27 23:37:46,2022-04-28 00:00:00
